Nome,Ultimo,%,Ora,Min,Max,Riferimento,,Link,SFDR
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 5-7y Ucits Etf,,,,,,"10,064",,/borsa/etf/scheda/LU2993392898-ETFP.html?lang=it,Art. 8
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 5-7y Ucits Etf,,,,"10,044","10,044","10,064",,/borsa/etf/scheda/LU2993392898-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy Jpm Esg Emu Government Bond Ig 7-10y Ucits Etf,,,,"9,981","9,981","10,002",,/borsa/etf/scheda/LU3086262709-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy Jpm Tilted Emu Government Bond Ig 0-1y Ucits Etf,,,,"10,02","10,02","10,006",,/borsa/etf/scheda/LU3215539589-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy Low Carbon 100 Europe Pab,,,,"1.380,60","1.380,60","1.382,80",,/borsa/etf/scheda/LU2777377875-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy Low Carbon 100 Europe Pab,,,,"11,254","11,254","11,27",,/borsa/etf/scheda/LU1377382442-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy Low Vol Europe,,,,"163,38","163,38","163,34",,/borsa/etf/scheda/LU1481201025-XPAR.html?lang=it,Art. 8
"Bnp Paribas Easy Low Vol Europe [Ucits Etf, C]","213,65","-0,33",13:04:51,"213,65","213,65","213,35",,/borsa/etf/scheda/LU1377381717-ETFP.html?lang=it,Art. 8
"Bnp Paribas Easy Low Vol Europe [Ucits Etf, C]","213,30","-0,49",17:35:13,"213,05","213,40","213,30",,/borsa/etf/scheda/LU1377381717-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy Msci Acwi Sri Pab Ucits Etf,,,,"13,3352","13,3352","13,3686",,/borsa/etf/scheda/IE000WQ5O293-XPMC.html?lang=it,Art. 8
Bnp Paribas Easy Msci Acwi Sri Pab Ucits Etf,,,,"12,1686","12,1686","12,1687",,/borsa/etf/scheda/IE0004HBJKG0-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy Msci Acwi Sri Pab Ucits Etf,,,,,,"12,166",,/borsa/etf/scheda/IE0004HBJKG0-ETFP.html?lang=it,Art. 8
Bnp Paribas Easy Msci World Equal Weight Select Ucits Etf Eur Acc,,,,,,"12,176",,/borsa/etf/scheda/IE0008D0AIU9-ETFP.html?lang=it,Art. 8
Bnp Paribas Easy Msci World Esg Filtered Min Te Ucits Etf,,,,"13,0124","13,0124","13,0286",,/borsa/etf/scheda/IE000EHPAS96-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy Msci World Min Te Ucits Etf,"16,074","-0,32",15:37:49,"16,074","16,074","16,096",,/borsa/etf/scheda/IE000W8HP9L8-ETFP.html?lang=it,Art. 8
Bnp Paribas Easy Msci World Min Te Ucits Etf,"16,0929","-0,21",17:35:21,"16,0929","16,1049","16,0929",,/borsa/etf/scheda/IE000W8HP9L8-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy Msci World Min Te Ucits Etf,"17,9998","-0,28",17:06:53,"17,9587","18,0402","18,0139",,/borsa/etf/scheda/IE0008FB2WZ1-XPMC.html?lang=it,Art. 8
Bnp Paribas Easy Msci World Sri Pab Ucits Etf,,,,"11,9703","11,9703","11,9693",,/borsa/etf/scheda/LU2641925016-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy Quality Europe,,,,"150,26","150,26","150,40",,/borsa/etf/scheda/LU1481201611-XPAR.html?lang=it,Art. 8
"Bnp Paribas Easy Quality Europe [Ucits Etf, C]","197,00","-0,78",10:49:38,"197,00","197,94","198,14",,/borsa/etf/scheda/LU1377382103-XPAR.html?lang=it,Art. 8
"Bnp Paribas Easy Quality Europe [Ucits Etf, C]",,,,,,"198,12",,/borsa/etf/scheda/LU1377382103-ETFP.html?lang=it,Art. 8
Bnp Paribas Easy S&P 500 Scored And Screened Ucits Etf,"14,6087","+0,20",17:35:01,"14,5108","14,6087","14,6087",,/borsa/etf/scheda/IE000Q6C8036-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy S&P 500 Scored And Screened Ucits Etf,"17,1067","+0,20",17:20:42,"17,0177","17,1067","17,1119",,/borsa/etf/scheda/IE0004J37T45-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy S&P 500 Scored And Screened Ucits Etf,"18,152","+0,27",17:35:16,"18,0179","18,152","18,152",,/borsa/etf/scheda/IE0000VX9GN7-XPMC.html?lang=it,Art. 8
Bnp Paribas Easy S&P 500 Scored And Screened Ucits Etf,"17,036","-0,23",15:12:25,"17,02","17,046","17,11",,/borsa/etf/scheda/IE0004J37T45-ETFP.html?lang=it,Art. 8
Bnp Paribas Easy Usd Corp Bond Sri Fossil Free,"10,1017","-0,36",10:14:31,"10,1017","10,1017","10,1131",,/borsa/etf/scheda/LU2616776444-XPMC.html?lang=it,Art. 8
Bnp Paribas Easy Usd Corp Bond Sri Fossil Free,,,,"11,7105","11,7105","11,7082",,/borsa/etf/scheda/LU2616774076-XPMC.html?lang=it,Art. 8
Bnp Paribas Easy Usd Corp Bond Sri Fossil Free,,,,"10,24","10,24","10,236",,/borsa/etf/scheda/LU3000546336-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy Value Europe,,,,"125,28","125,28","124,98",,/borsa/etf/scheda/LU1481201702-XPAR.html?lang=it,Art. 8
"Bnp Paribas Easy Value Europe [Ucits Etf, C]","192,64","-0,38",16:41:33,"191,72","192,86","192,42",,/borsa/etf/scheda/LU1377382285-XPAR.html?lang=it,Art. 8
"Bnp Paribas Easy Value Europe [Ucits Etf, C]",,,,,,"192,44",,/borsa/etf/scheda/LU1377382285-ETFP.html?lang=it,Art. 8
Bnpp Easy Usd Corp Bond Sri C Ucits Etf,,,,,,"10,00",,/borsa/etf/scheda/LU2616774076-ETFP.html?lang=it,Art. 8
Bnp Paribas Easy Msci China Min Te,"7,0973","+0,14",17:35:29,"7,0562","7,0985","7,0973",,/borsa/etf/scheda/LU2314312922-XPMC.html?lang=it,Art. 8
"Bnp Paribas Easy Msci China Min Te [Ucits Etf Eur, C]",,,,,,"7,184",,/borsa/etf/scheda/LU2314312849-ETFP.html?lang=it,Art. 8
"Bnp Paribas Easy Msci China Min Te [Ucits Etf Eur, C]","7,1732","-0,24",17:35:22,"7,1617","7,2015","7,1732",,/borsa/etf/scheda/LU2314312849-XPAR.html?lang=it,Art. 8
"Bnp Paribas Easy Msci Emerging Min Te [Ucits Etf Eur, C]","15,726","+0,22",10:45:27,"15,726","15,746","15,842",,/borsa/etf/scheda/LU1291097779-ETFP.html?lang=it,Art. 8
"Bnp Paribas Easy Msci Emerging Min Te [Ucits Etf Eur, C]","15,855","+0,77",17:35:01,"15,7068","15,855","15,855",,/borsa/etf/scheda/LU1291097779-XPAR.html?lang=it,Art. 8
"Bnp Paribas Easy Msci Emu Min Te [Ucits Etf, C]","18,992","-0,17",15:30:04,"18,892","19,076","18,978",,/borsa/etf/scheda/LU1291098827-ETFP.html?lang=it,Art. 8
"Bnp Paribas Easy Msci Emu Min Te [Ucits Etf, C]","18,982","-0,22",17:35:21,"18,876","19,074","18,982",,/borsa/etf/scheda/LU1291098827-XPAR.html?lang=it,Art. 8
"Bnp Paribas Easy Msci Europe Min Te [Ucits Etf, C]","19,214","-0,41",17:35:18,"19,176","19,262","19,214",,/borsa/etf/scheda/LU1291099718-XPAR.html?lang=it,Art. 8
"Bnp Paribas Easy Msci Europe Min Te [Ucits Etf, C]","19,26","-0,25",13:59:58,"19,176","19,26","19,212",,/borsa/etf/scheda/LU1291099718-ETFP.html?lang=it,Art. 8
Bnp Paribas Easy Msci Japan Min Te,"18,3686","-0,63",17:35:20,"18,3167","18,4525","18,3686",,/borsa/etf/scheda/LU1291102447-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy Msci Japan Min Te,,,,"14,1922","14,1922","14,1436",,/borsa/etf/scheda/LU2800573128-XPMC.html?lang=it,Art. 8
"Bnp Paribas Easy Msci Japan Min Te [Ucits Etf H Eur, C]","26,5125","-1,15",17:35:07,"26,5125","26,707","26,5125",,/borsa/etf/scheda/LU1481203070-XPAR.html?lang=it,Art. 8
"Bnp Paribas Easy Msci Japan Min Te [Ucits Etf H Eur, C]","26,58","-0,84",15:57:11,"26,58","26,80","26,625",,/borsa/etf/scheda/LU1481203070-ETFP.html?lang=it,Art. 8
"Bnp Paribas Easy Msci Pacific Ex Japan Min Te [Ucits Etf, C]","16,4705","-0,70",17:35:27,"16,4275","16,5455","16,4705",,/borsa/etf/scheda/LU1291106356-XPAR.html?lang=it,Art. 8
"Bnp Paribas Easy Msci Pacific Ex Japan Min Te [Ucits Etf, C]","16,452","-0,74",17:35:27,"16,444","16,53","16,452",,/borsa/etf/scheda/LU1291106356-ETFP.html?lang=it,Art. 8
"Bnp Paribas Easy Msci Usa Min Te [Ucits Etf, C]","27,69","-0,36",16:32:06,"27,69","27,75","27,79",,/borsa/etf/scheda/LU1291104575-ETFP.html?lang=it,Art. 8
"Bnp Paribas Easy Msci Usa Min Te [Ucits Etf, C]","27,7919","-0,05",17:35:02,"27,7298","27,8121","27,7919",,/borsa/etf/scheda/LU1291104575-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy Msci Usa Small Cap Min Te Ucits Etf,"12,1972","-0,20",17:05:35,"12,1591","12,2046","12,1814",,/borsa/etf/scheda/IE00050J4789-XPAR.html?lang=it,Art. 8
Bnp Paribas Easy Msci Usa Small Cap Min Te Ucits Etf Eur Acc,,,,,,"12,176",,/borsa/etf/scheda/IE00050J4789-ETFP.html?lang=it,Art. 8
Bnp Paribas Easy Msci World Equal Weight Select Ucits Etf,,,,"12,232","12,232","12,1793",,/borsa/etf/scheda/IE0008D0AIU9-XPAR.html?lang=it,Art. 8
D-X Msci Emu Screened Ucits Etf,"5,656","+0,07",13:39:31,"5,61","5,656","5,627",,/borsa/etf/scheda/LU3008629340-ETFP.html?lang=it,Art. 8
D-X Msci Euro Government Bond 1-3 Ucits Etf,"5,126","-0,06",15:50:43,"5,123","5,129","5,128",,/borsa/etf/scheda/LU2870273039-ETFP.html?lang=it,Art. 8
D-X Msci Euro Government Bond 3-5 Ucits Etf,"5,106","-0,02",16:41:10,"5,096","5,106","5,106",,/borsa/etf/scheda/LU2870273203-ETFP.html?lang=it,Art. 8
D-X Msci Euro Government Bond 7-10 Ucits Etf,"5,031","+0,02",16:44:56,"5,014","5,031","5,031",,/borsa/etf/scheda/LU2870273385-ETFP.html?lang=it,Art. 8
D-X Msci Europe Screened Ucits Etf,"5,986","-0,71",17:35:26,"5,968","6,005","5,986",,/borsa/etf/scheda/LU2870272734-ETFP.html?lang=it,Art. 8
D-X Msci Usa Screened Ucits Etf,"6,042","-0,40",16:03:54,"6,042","6,068","6,064",,/borsa/etf/scheda/LU2870272577-ETFP.html?lang=it,Art. 8
D-X Msci Usa Screened Ucits Etf Eur H,"6,10","-0,42",16:05:21,"6,091","6,126","6,119",,/borsa/etf/scheda/LU2870272650-ETFP.html?lang=it,Art. 8
D-X Msci World Screened Ucits Etf,"6,091","-0,47",16:35:21,"6,086","6,142","6,106",,/borsa/etf/scheda/LU2870272908-ETFP.html?lang=it,Art. 8
Emqq Emerging Markets Internet Ucits Etf,"8,637","-0,36",17:02:24,"8,607","8,666","8,645",,/borsa/etf/scheda/IE00BFYN8Y92-ETFP.html?lang=it,Art. 8
Emqq Emerging Markets Internet Ucits Etf,"8,671","-0,14",13:36:22,"8,6195","8,671","8,6291",,/borsa/etf/scheda/IE00BFYN8Y92-XPAR.html?lang=it,Art. 8
Etc Group Web 3.0 Ucits Etf,,,,"9,6271","9,6271","9,6042",,/borsa/etf/scheda/IE000KDY10O3-XPAR.html?lang=it,Art. 8
Etc Group Web 3.0 Ucits Etf,"9,596","-1,80",17:35:23,"9,596","9,685","9,596",,/borsa/etf/scheda/IE000KDY10O3-ETFP.html?lang=it,Art. 8
Eur Corp B Sh Du Sri Pab Ucits Etf,"47,505","-0,15",15:32:12,"47,49","47,565","47,56",,/borsa/etf/scheda/LU2178481649-ETFP.html?lang=it,Art. 8
Exane Funds 2 - Exane Equity Select Europe - Ucits Etf,,,,"105,64","105,64","105,60",,/borsa/etf/scheda/LU3243965780-XPAR.html?lang=it,Art. 8
Exane Funds 2 - Exane Equity Select Focus Euro - Ucits Etf,,,,"105,80","105,80","105,90",,/borsa/etf/scheda/LU3243965608-XPAR.html?lang=it,Art. 8
Fair Oaks Aaa Clo Ucits Etf Eur Acc,"10,392","+0,08",11:12:15,"10,392","10,392","10,374",,/borsa/etf/scheda/LU2825556892-ETFP.html?lang=it,Art. 8
Fidelity Emerging Markets Equity Research Enhanced Ucits Etf,"5,882","-0,39",09:04:11,"5,882","5,882","5,932",,/borsa/etf/scheda/IE00BLRPN388-ETFP.html?lang=it,Art. 8
Fidelity Esg Usd Em Bond Ucits Etf,"3,5265","-0,24",17:24:31,"3,5165","3,5265","3,521",,/borsa/etf/scheda/IE00BM9GRP64-ETFP.html?lang=it,Art. 8
Fidelity Eur Corp Bond Research Enhanced Ucits Etf - Acc,,,,,,"4,9805",,/borsa/etf/scheda/IE000JEXZJT1-ETFP.html?lang=it,Art. 8
Fidelity Europe Equity Research Enhanced Ucits Etf,"10,234","-0,33",17:35:19,"10,212","10,244","10,234",,/borsa/etf/scheda/IE00BKSBGT50-ETFP.html?lang=it,Art. 8
Fidelity Glob Gov Bond Clima Ucits Etf H,"4,803","-0,08",16:43:23,"4,799","4,803","4,799",,/borsa/etf/scheda/IE000G4ONBO6-ETFP.html?lang=it,Art. 8
Fidelity Global Equity Research Enhanced Ucits Etf,"9,93","+0,20",17:35:26,"9,883","9,93","9,93",,/borsa/etf/scheda/IE00BKSBGV72-ETFP.html?lang=it,Art. 8
Fidelity Global Gov Climate Ucits Etf A,"4,2675","-0,12",17:35:16,"4,2675","4,2675","4,2675",,/borsa/etf/scheda/IE000IF0HTJ9-ETFP.html?lang=it,Art. 8
Fidelity Global Quality Income Ucits Etf A,"5,303","+0,00",17:35:22,"5,303","5,303","5,303",,/borsa/etf/scheda/IE000YUTMIU2-ETFP.html?lang=it,Art. 8
Fidelity Global Quality Value Ucits Etf A,"5,336","-0,17",17:35:17,"5,336","5,336","5,336",,/borsa/etf/scheda/IE0002XFS025-ETFP.html?lang=it,Art. 8
Fidelity Japan Equity Research Enhanced Ucits Etf,"6,347","-0,70",17:28:55,"6,347","6,38","6,35",,/borsa/etf/scheda/IE00BNGFMX61-ETFP.html?lang=it,Art. 8
Fidelity Pacific Ex-Japan Equity Research Enhanced Ucits Etf,,,,,,"6,187",,/borsa/etf/scheda/IE00BNGFMY78-ETFP.html?lang=it,Art. 8
Fidelity Us Equity Research Enhanced Ucits Etf,"11,116","-0,04",17:35:13,"11,052","11,116","11,116",,/borsa/etf/scheda/IE00BKSBGS44-ETFP.html?lang=it,Art. 8
Fidelity Us Equity Research Enhanced Ucits Etf - Eur Hedged Acc,"5,137","-0,54",11:22:50,"5,137","5,137","5,168",,/borsa/etf/scheda/IE0001W4ZVM2-ETFP.html?lang=it,Art. 8
Fidelity Us Fundamental Large Cap Core Ucits Etf - Acc,,,,,,"4,8355",,/borsa/etf/scheda/IE000IY9QFN9-ETFP.html?lang=it,Art. 8
Fidelity Us Fundamental Small-Mid Cap Ucits Etf - Acc,"5,253","-0,47",17:35:21,"5,252","5,26","5,253",,/borsa/etf/scheda/IE000PNL0242-ETFP.html?lang=it,Art. 8
Fidelity Us Quality Value Ucits Etf A,,,,,,"5,036",,/borsa/etf/scheda/IE000MKIH0W7-ETFP.html?lang=it,Art. 8
Fidelity Usd Corp Bond Research Enhanced Ucits Etf - Acc,,,,,,"4,30",,/borsa/etf/scheda/IE000W24OG76-ETFP.html?lang=it,Art. 8
Fidelity Usd Corp Bond Research Enhanced Ucits Etf - Eur Hedged Acc,,,,,,"5,008",,/borsa/etf/scheda/IE000SCAG5Q1-ETFP.html?lang=it,Art. 8
Fineco Am Marketvectortm Artificial Intelligence Sustainable Ucits Etf,"115,87","+0,47",17:23:51,"115,59","117,10","115,65",,/borsa/etf/scheda/IE000QU8JEH5-ETFP.html?lang=it,Art. 8
Fineco Am Marketvectortm Artificial Intelligence Sustainable Ucits Etf,,,,,,"11.557,88",,/borsa/etf/scheda/IE000J8VOMQ9-ETFP.html?lang=it,Art. 8
Fineco Am Marketvectortm Bioproduction Tech And Tools Sustainable Ucits Etf,,,,,,"9.630,22",,/borsa/etf/scheda/IE000YXUZAN8-ETFP.html?lang=it,Art. 8
Fineco Am Marketvectortm Bioproduction Tech And Tools Sustainable Ucits Etf,"96,43","+0,54",17:35:11,"96,05","96,59","96,43",,/borsa/etf/scheda/IE000RWFQT12-ETFP.html?lang=it,Art. 8
Fineco Am Marketvectortm Global Clean Energy Transition Sustainable Ucits Etf,"148,88","-0,23",17:35:22,"148,72","151,11","148,88",,/borsa/etf/scheda/IE000PN3F926-ETFP.html?lang=it,Art. 8
Fineco Am Marketvectortm Global Clean Energy Transition Sustainable Ucits Etf,,,,,,"14.873,70",,/borsa/etf/scheda/IE000VAKCHT4-ETFP.html?lang=it,Art. 8
Franklin Stoxx Europe 600 Paris Aligned Climate Ucits Etf,,,,"40,195","40,195","40,12",,/borsa/etf/scheda/IE00BMDPBY65-XAMS.html?lang=it,Art. 8
Franklin Stoxx600 Paris Climat Ucits Etf,"40,155","-0,74",15:44:36,"40,155","40,155","40,12",,/borsa/etf/scheda/IE00BMDPBY65-ETFP.html?lang=it,Art. 8
Future Of Defence Screened Ucits Etf - Accumulating,,,,,,"6,277",,/borsa/etf/scheda/IE00041H4WT9-ETFP.html?lang=it,Art. 8
Future Of European Defence Screened Ucits Etf,"9,68","-4,01",17:17:00,"9,68","9,8319","9,6579",,/borsa/etf/scheda/IE000I7E6HL0-XPAR.html?lang=it,Art. 8
Future Of European Defence Screened Ucits Etf,,,,,,"9,665",,/borsa/etf/scheda/IE000I7E6HL0-ETFP.html?lang=it,Art. 8
Global X Clean Water Ucits Etf,"27,96","-0,62",17:35:05,"27,96","27,99","27,96",,/borsa/etf/scheda/IE000BWKUES1-ETFP.html?lang=it,Art. 8
Global X Cleantech Ucits Etf,"8,559","+0,13",17:09:52,"8,559","8,60","8,545",,/borsa/etf/scheda/IE00BMH5YL08-ETFP.html?lang=it,Art. 8
Global X Hydrogen Ucits Etf,"10,974","-0,04",17:29:00,"10,928","11,34","11,072",,/borsa/etf/scheda/IE0002RPS3K2-ETFP.html?lang=it,Art. 8
Global X Renew Energy Producer Ucits Etf,"11,916","-1,21",09:04:42,"11,916","11,974","11,94",,/borsa/etf/scheda/IE00BLCHJH52-ETFP.html?lang=it,Art. 8
Global X Solar Ucits Etf,"10,842","-0,29",15:52:49,"10,842","10,844","10,748",,/borsa/etf/scheda/IE000XD7KCJ7-ETFP.html?lang=it,Art. 8
Global X Wind Energy Ucits Etf,,,,,,"11,83",,/borsa/etf/scheda/IE000JNHCBM6-ETFP.html?lang=it,Art. 8
Gold Miners Screened Ucits Etf,"17,374","+0,25",17:03:24,"17,22","17,374","17,396",,/borsa/etf/scheda/IE00BNTVVR89-ETFP.html?lang=it,Art. 8
Gold Miners Screened Ucits Etf,"17,4708","+0,77",16:59:46,"17,1385","17,6005","17,3971",,/borsa/etf/scheda/IE00BNTVVR89-XPAR.html?lang=it,Art. 8
Goldman Sachs Alpha Enhanced Emerging Markets Equity Active Ucits Etf Usd Acc,"23,72","+0,25",09:47:17,"23,72","23,745","23,825",,/borsa/etf/scheda/IE000KEFZYE7-ETFP.html?lang=it,Art. 8
Goldman Sachs Alpha Enhanced Europe Equity Active Ucits Etf,,,,,,"10,62",,/borsa/etf/scheda/IE000RITWOD4-ETFP.html?lang=it,Art. 8
Goldman Sachs Alpha Enhanced Japan Equity Active Ucits Etf,"23,025","-0,24",09:23:58,"23,025","23,05","22,905",,/borsa/etf/scheda/IE000ZUTO1I5-ETFP.html?lang=it,Art. 8
Goldman Sachs Alpha Enhanced Us Equity Active Ucits Etf,"11,57","-0,60",16:32:28,"11,57","11,606","11,61",,/borsa/etf/scheda/IE000HYFO765-ETFP.html?lang=it,Art. 8
Goldman Sachs Alpha Enhanced World Equity Active Ucits Etf,"11,212","-0,30",17:21:49,"11,176","11,218","11,21",,/borsa/etf/scheda/IE000UFAX9L6-ETFP.html?lang=it,Art. 8
Goldman Sachs Emerging Markets Green And Social Bond Active Ucits Etf Usd Dist,,,,,,"44,115",,/borsa/etf/scheda/IE000EC86C06-ETFP.html?lang=it,Art. 8
Goldman Sachs Emerging Markets Hard Currency Bond Active Ucits Etf - Eur Hedged (Acc),,,,,,"10,202",,/borsa/etf/scheda/IE000UZO4IC7-ETFP.html?lang=it,Art. 8
Goldman Sachs Eur Government Bond Active Ucits Etf - Eur (Acc),,,,,,"9,96",,/borsa/etf/scheda/IE0000MK7GG1-ETFP.html?lang=it,Art. 8
Goldman Sachs Eur High Yield Bond Active Ucits Etf,,,,,,"50,14",,/borsa/etf/scheda/IE000M02BVY5-ETFP.html?lang=it,Art. 8
Goldman Sachs Eur Investment Grade Corporate Bond Active Ucits Etf,,,,,,"50,11",,/borsa/etf/scheda/IE0009EDBBS3-ETFP.html?lang=it,Art. 8
Goldman Sachs Global Government Bond Active Ucits Etf - Eur Hedged (Acc),,,,,,"9,855",,/borsa/etf/scheda/IE000FRX67F3-ETFP.html?lang=it,Art. 8
Goldman Sachs Msci World Private Equity Return Tracker Ucits Etf - Class Usd (Acc),"9,198","-0,11",17:28:09,"9,19","9,198","9,178",,/borsa/etf/scheda/IE000GNOSM10-ETFP.html?lang=it,Art. 8
Goldman Sachs Usd High Yield Bond Active Ucits Etf,,,,,,"43,395",,/borsa/etf/scheda/IE0006B9CPY7-ETFP.html?lang=it,Art. 8
Goldman Sachs Usd Investment Grade Corporate Bond Active Ucits Etf,,,,,,"43,95",,/borsa/etf/scheda/IE000RRCJI06-ETFP.html?lang=it,Art. 8
Goldman Sachs Usd Investment Grade Corporate Bond Active Ucits Etf - Class Eur-Hedged (Acc),,,,,,"49,655",,/borsa/etf/scheda/IE0004MXQ328-ETFP.html?lang=it,Art. 8
Hsbc Asia Pacific Ex Japan Screened Equity Ucits Etf,"23,055","+0,63",17:28:55,"22,88","23,055","23,05",,/borsa/etf/scheda/IE00BKY58G26-ETFP.html?lang=it,Art. 8
Hsbc Bloomberg Global Esg Aggregate 1-3 Year Bond Ucits Etf,"9,589","+0,07",16:04:15,"9,557","9,589","9,577",,/borsa/etf/scheda/IE000XGNMWE1-ETFP.html?lang=it,Art. 8
Hsbc Developed World Screened Equity Ucits Etf,"26,755","+0,34",09:04:03,"26,755","26,755","26,725",,/borsa/etf/scheda/IE00BKY59K37-ETFP.html?lang=it,Art. 8
Hsbc Emerging Market Screened Equity Ucits Etf,,,,,,"18,802",,/borsa/etf/scheda/IE00BKY59G90-ETFP.html?lang=it,Art. 8
Hsbc Euro Liquidity Fund Ucits Etf (Acc),"100,87","-0,04",17:20:16,"100,863","100,87","100,855",,/borsa/etf/scheda/IE0004L7EQG2-ETFP.html?lang=it,Art. 8
Hsbc Euro Lower Carbon Government 1-3 Year Bond Ucits Etf,"10,204","-0,04",10:44:27,"10,204","10,204","10,208",,/borsa/etf/scheda/IE0009WMIIC0-ETFP.html?lang=it,Art. 8
Hsbc Euro Lower Carbon Government 10+ Year Bond Ucits Etf,,,,,,"9,775",,/borsa/etf/scheda/IE0008BU0XC3-ETFP.html?lang=it,Art. 8
Hsbc Europe Screened Equity Ucits Etf,,,,,,"19,99",,/borsa/etf/scheda/IE00BKY55W78-ETFP.html?lang=it,Art. 8
Hsbc Ftse Epra Nareit Dcpa Ucits Etf A,,,,,,"10,876",,/borsa/etf/scheda/IE00096S6AV7-ETFP.html?lang=it,Art. 8
Hsbc Global Esg Government Bond Ucits Etf,,,,,,"10,398",,/borsa/etf/scheda/IE000389GTC0-ETFP.html?lang=it,Art. 8
Hsbc Japan Screened Equity Ucits Etf,"19,93","-1,31",17:35:02,"19,904","20,055","19,93",,/borsa/etf/scheda/IE00BKY55S33-ETFP.html?lang=it,Art. 8
Hsbc Japan Screened Equity Ucits Etf Usd (Dist),"18,83","-0,84",09:12:57,"18,83","18,85","18,70",,/borsa/etf/scheda/IE000J3F4J90-XPAR.html?lang=it,Art. 8
Inqq India Internet Ucits Etf,"6,949","-1,12",16:46:39,"6,886","6,949","6,961",,/borsa/etf/scheda/IE000WYTQSF9-ETFP.html?lang=it,Art. 8
Inv Eur Corp Shrt Dur Mf Esg Ucits Etf,"5,002","+0,00",17:35:04,"4,9855","5,003","5,002",,/borsa/etf/scheda/IE000MUAJIF4-ETFP.html?lang=it,Art. 8
Invesco Ai Enablers Ucits Etf,"7,354","+0,22",16:09:25,"7,346","7,442","7,387",,/borsa/etf/scheda/IE000LGWDNE5-ETFP.html?lang=it,Art. 8
Invesco Bulltshares 26 Eur Crp Ucits Etf,,,,,,"5,427",,/borsa/etf/scheda/IE000AYJ75E5-ETFP.html?lang=it,Art. 8
Invesco Bulltshares 26 Usd Crp Ucits Etf,,,,,,"4,572",,/borsa/etf/scheda/IE000O36LOH8-ETFP.html?lang=it,Art. 8
Invesco Bulltshares 27 Eur Crp Ucits Etf,,,,,,"5,362",,/borsa/etf/scheda/IE000XOS4OJ6-ETFP.html?lang=it,Art. 8
Invesco Bulltshares 27 Usd Crp Ucits Etf,,,,,,"4,566",,/borsa/etf/scheda/IE000BMDG046-ETFP.html?lang=it,Art. 8
Invesco Bulltshares 28 Eur Crp Ucits Etf,,,,,,"5,264",,/borsa/etf/scheda/IE000LKGEZQ6-ETFP.html?lang=it,Art. 8
Invesco Bulltshares 28 Usd Crp Ucits Etf,,,,,,"4,551",,/borsa/etf/scheda/IE000A0RC215-ETFP.html?lang=it,Art. 8
Invesco Bulltshares 29 Eur Crp Ucits Etf,,,,,,"5,153",,/borsa/etf/scheda/IE000ZC4C5Q1-ETFP.html?lang=it,Art. 8
Invesco Bulltshares 29 Usd Crp Ucits Etf,,,,,,"4,526",,/borsa/etf/scheda/IE000C5Q64P6-ETFP.html?lang=it,Art. 8
Invesco Bulltshares 30 Eur Crp Ucits Etf,,,,,,"5,107",,/borsa/etf/scheda/IE000W6YTDH7-ETFP.html?lang=it,Art. 8
Invesco Bulltshares 30 Usd Crp Ucits Etf,,,,,,"4,3555",,/borsa/etf/scheda/IE000GB2EQ90-ETFP.html?lang=it,Art. 8
Invesco Cybersecurity Ucits Etf,"4,614","-1,01",16:04:04,"4,614","4,652","4,62",,/borsa/etf/scheda/IE00072RHT03-ETFP.html?lang=it,Art. 8
Invesco Eur At1 Coco Bond Ucits Etf (Acc),,,,,,"5,107",,/borsa/etf/scheda/IE000FG3UNB8-ETFP.html?lang=it,Art. 8
Invesco Eur At1 Coco Bond Ucits Etf (Dist),,,,,,"5,082",,/borsa/etf/scheda/IE000VVC8KW9-ETFP.html?lang=it,Art. 8
Invesco Eur Gov Green Tran Ucits Etf D,,,,,,"4,9465",,/borsa/etf/scheda/IE0008SEV3B2-ETFP.html?lang=it,Art. 8
Invesco Eur Ig Corporate Bond Esg Climate Transition Ucits Etf,"18,357","+0,04",16:43:23,"18,357","18,357","18,337",,/borsa/etf/scheda/IE00BF51K249-ETFP.html?lang=it,Art. 8
Invesco Europe Enhanced Equity Ucits Etf,,,,,,"5,753",,/borsa/etf/scheda/IE000YNVI4W4-ETFP.html?lang=it,Art. 8
Invesco Global Active Defensive Esg Equity Ucits Etf,,,,,,"6,885",,/borsa/etf/scheda/IE000N42HDP2-ETFP.html?lang=it,Art. 8
Ishares $ High Yield Corp Bond Esg Paris-Aligned Climate Ucits Etf Usd (Dist),,,,"5,1487","5,1487","5,1457",,/borsa/etf/scheda/IE000W1AURU9-XAMC.html?lang=it,Art. 8
