Nome,Ultimo,%,Ora,Min,Max,Riferimento,,Link
Ishares Japan Govt Bond Ucits Etf Usd Hedged (Dist),,,,"4,8509","4,8509","4,8606",,/borsa/etf/scheda/IE00056AT4A2-XAMC.html?lang=it
Ishares Jp Mor Em Loc Gov Bond Ucits Etf,"39,595","+0,04",09:58:55,"39,53","39,595","39,58",,/borsa/etf/scheda/IE00B5M4WH52-ETFP.html?lang=it
Ishares Jp Morg $ Em Corp Bond Ucits Etf,,,,,,"77,26",,/borsa/etf/scheda/IE00B6TLBW47-ETFP.html?lang=it
Ishares Jp Morgan Advanced $ Em Bond Ucits Etf,"5,436","+0,07",09:58:37,"5,436","5,445","5,432",,/borsa/etf/scheda/IE00BF553838-ETFP.html?lang=it
Ishares Jp Morgan Advanced $ Em Bond Ucits Etf,,,,"5,4383","5,4383","5,433",,/borsa/etf/scheda/IE00BF553838-XAMS.html?lang=it
Ishares Jpmor $ Em Bond Eu Hed Ucits Etf,"68,56","-0,39",10:01:20,"68,43","68,84","68,83",,/borsa/etf/scheda/IE00B9M6RS56-ETFP.html?lang=it
Ishares Listed Private Equity Ucits Etf Usd (Acc),"38,0867","-0,91",10:06:17,"38,0867","38,1496","38,4363",,/borsa/etf/scheda/IE000D8FCSD8-XAMC.html?lang=it
Ishares Listed Private Equity Ucits Etf Usd (Dist),"28,215","-1,02",10:10:07,"28,215","28,32","28,505",,/borsa/etf/scheda/IE00B1TXHL60-XAMS.html?lang=it
Ishares Lithium & Battery Producers Ucits Etf,"7,461","-1,56",09:36:53,"7,461","7,499","7,579",,/borsa/etf/scheda/IE000WDG5795-ETFP.html?lang=it
Ishares Lithium & Battery Producers Ucits Etf Usd (Acc),"8,7572","-1,76",09:28:58,"8,7499","8,7675","8,9143",,/borsa/etf/scheda/IE000WDG5795-XAMC.html?lang=it
Ishares Metaverse Ucits Etf,"9,654","-0,80",09:04:11,"9,654","9,654","9,732",,/borsa/etf/scheda/IE000RN58M26-XAMS.html?lang=it
Ishares Metaverse Ucits Etf Usd (Acc),"11,3024","-0,90",09:04:11,"11,3024","11,3318","11,4048",,/borsa/etf/scheda/IE000RN58M26-XAMC.html?lang=it
Ishares Moderate Portfolio Ucits Etf,,,,"6,377","6,377","6,3868",,/borsa/etf/scheda/IE00BLB2GT26-XAMC.html?lang=it
Ishares Moderate Portfolio Ucits Etf,,,,,,"6,564",,/borsa/etf/scheda/IE00BLLZQS08-ETFP.html?lang=it
Ishares Msci  World Swap Ucits Etf Usd (Acc),"7,077","-0,36",09:10:39,"7,0765","7,077","7,1026",,/borsa/etf/scheda/IE000F9IDGB5-XAMC.html?lang=it
Ishares Msci Ac Far East Ex Japan Ucits Etf,"74,19","-0,82",10:03:23,"74,12","74,25","74,80",,/borsa/etf/scheda/IE00B0M63730-XAMS.html?lang=it
Ishares Msci Ac Far East Ex-Japan Ucits Etf Usd (Acc),"10,2045","-1,13",10:18:17,"10,1892","10,2096","10,3209",,/borsa/etf/scheda/IE00BKPX3K41-XAMC.html?lang=it
Ishares Msci Acwi Screened Ucits Etf Usd (Acc),"5,451","-0,35",09:04:02,"5,451","5,451","5,47",,/borsa/etf/scheda/IE000SNWS0L0-XAMC.html?lang=it
Ishares Msci Acwi Sri Ucits Etf Usd (Dist),"7,7982","-0,25",09:04:15,"7,7982","7,7983","7,8175",,/borsa/etf/scheda/IE00013A2XD6-XAMC.html?lang=it
Ishares Msci Acwi Swap Ucits Etf Usd (Acc),,,,,,"4,359",,/borsa/etf/scheda/IE000CYC2B65-ETFP.html?lang=it
Ishares Msci Acwi Swap Ucits Etf Usd (Acc),,,,"5,084","5,084","5,105",,/borsa/etf/scheda/IE000CYC2B65-XAMC.html?lang=it
Ishares Msci Acwi Ucits Etf,"98,05","-0,20",10:10:05,"98,02","98,18","98,25",,/borsa/etf/scheda/IE00B6R52259-ETFP.html?lang=it
Ishares Msci Acwi Ucits Etf Usd (Acc),"98,07","-0,21",10:14:17,"98,0002","98,1445","98,2788",,/borsa/etf/scheda/IE00B6R52259-XAMS.html?lang=it
Ishares Msci Acwi Ucits Etf Usd (Dist),,,,"5,297","5,297","5,316",,/borsa/etf/scheda/IE0002FCUS29-XAMC.html?lang=it
Ishares Msci Australia Ucits Etf Usd Acc,"53,69","-0,17",10:12:21,"53,69","53,75","53,78",,/borsa/etf/scheda/IE00B5377D42-ETFP.html?lang=it
Ishares Msci Brazil Ucits Etf,"48,515","-0,34",09:05:10,"48,515","48,52","48,68",,/borsa/etf/scheda/DE000A0Q4R85-ETFP.html?lang=it
Ishares Msci Brazil Ucits Etf (Dist),"27,996","-0,32",10:20:05,"27,803","28,033","28,086",,/borsa/etf/scheda/IE00B0M63516-XAMS.html?lang=it
Ishares Msci Brazil Ucits Etf Dist,"27,995","-0,14",10:19:04,"27,98","28,025","28,035",,/borsa/etf/scheda/IE00B0M63516-ETFP.html?lang=it
Ishares Msci Canada Ucits Etf Usd (Acc),"254,97","-0,26",10:20:05,"254,97","255,12","255,63",,/borsa/etf/scheda/IE00B52SF786-XAMS.html?lang=it
Ishares Msci Canada Ucits Etf Usd Acc,"254,99","-0,25",10:12:02,"254,99","254,99","255,63",,/borsa/etf/scheda/IE00B52SF786-ETFP.html?lang=it
Ishares Msci China A Ucits Etf Eur Hed,"5,441","-0,15",09:04:22,"5,441","5,441","5,449",,/borsa/etf/scheda/IE00099GAJC6-ETFP.html?lang=it
Ishares Msci China A Ucits Etf Usd (Acc),"5,2152","-0,27",09:23:30,"5,2148","5,2175","5,2293",,/borsa/etf/scheda/IE00BQT3WG13-XAMS.html?lang=it
Ishares Msci China Tech Ucits Etf Usd (Acc),"5,0244","-1,59",09:14:45,"5,0244","5,0258","5,1057",,/borsa/etf/scheda/IE000NFR7C63-XAMC.html?lang=it
Ishares Msci China Ucits Etf - Usd (Acc),"5,8884","-1,59",10:16:35,"5,8834","5,8948","5,9837",,/borsa/etf/scheda/IE00BJ5JPG56-XAMC.html?lang=it
Ishares Msci China Ucits Etf Usd (Dist),"5,0149","-1,46",10:05:08,"5,0117","5,0208","5,0893",,/borsa/etf/scheda/IE00BL977C92-XAMC.html?lang=it
Ishares Msci Em Asia Ucits Etf Usd Acc,"233,83","-1,03",10:07:42,"233,62","234,12","236,26",,/borsa/etf/scheda/IE00B5L8K969-ETFP.html?lang=it
Ishares Msci Em Consumer Growth Ucits Etf Usd (Acc),,,,"30,169","30,169","30,4967",,/borsa/etf/scheda/IE00BKM4H197-XAMS.html?lang=it
Ishares Msci Em Esg Enhanced Ctb Ucits Etf,"7,503","-1,04",10:08:51,"7,50","7,518","7,582",,/borsa/etf/scheda/IE00BHZPJ239-ETFP.html?lang=it
Ishares Msci Em Ex China Ucits Etf Usd (Acc),"8,393","-1,12",09:41:15,"8,393","8,4245","8,4881",,/borsa/etf/scheda/IE00BMG6Z448-XAMC.html?lang=it
Ishares Msci Em Ex-China Ucits Etf,"7,192","-0,62",09:39:38,"7,177","7,192","7,237",,/borsa/etf/scheda/IE00BMG6Z448-ETFP.html?lang=it
Ishares Msci Em Ex-China Ucits Etf Usd (Acc),"7,1909","-0,62",10:15:10,"7,1891","7,1981","7,2355",,/borsa/etf/scheda/IE00BMG6Z448-XPAR.html?lang=it
Ishares Msci Em Ex-China Ucits Etf Usd (Dist),,,,"7,9318","7,9318","7,998",,/borsa/etf/scheda/IE000W8RYVC0-XAMC.html?lang=it
Ishares Msci Em Lat Amer Ucits Etf Dist,"19,454","-0,62",10:20:02,"19,45","19,488","19,576",,/borsa/etf/scheda/IE00B27YCK28-ETFP.html?lang=it
Ishares Msci Em Latin America Ucits Etf Usd (Dist),"19,46","-0,58",10:05:57,"19,404","19,493","19,574",,/borsa/etf/scheda/IE00B27YCK28-XAMS.html?lang=it
Ishares Msci Em Sri Ucits Etf Usd (Acc),"9,00","-1,45",09:21:44,"9,00","9,0069","9,1323",,/borsa/etf/scheda/IE00BYVJRP78-XAMS.html?lang=it
Ishares Msci Em Sri Ucits Etf Usd (Acc),"8,995","-1,39",10:19:55,"8,993","9,007","9,122",,/borsa/etf/scheda/IE00BYVJRP78-ETFP.html?lang=it
Ishares Msci Em Sri Ucits Etf Usd (Dist),,,,"7,1622","7,1622","7,2673",,/borsa/etf/scheda/IE00BGDQ0T50-XAMC.html?lang=it
Ishares Msci Em Swap Ucits Etf Usd (Acc),,,,"5,142","5,142","5,187",,/borsa/etf/scheda/IE000S3N6R34-XAMC.html?lang=it
Ishares Msci Em Swap Ucits Etf Usd (Acc),,,,,,"4,428",,/borsa/etf/scheda/IE000S3N6R34-ETFP.html?lang=it
Ishares Msci Em Ucits Etf Dist,"53,48","-0,74",09:58:39,"53,40","53,48","53,88",,/borsa/etf/scheda/IE00B0M63177-ETFP.html?lang=it
Ishares Msci Em Ucits Etf Usd (Acc),"51,16","-0,88",10:13:31,"51,11","51,245","51,615",,/borsa/etf/scheda/IE00B4L5YC18-XAMS.html?lang=it
Ishares Msci Em Ucits Etf Usd Acc,"51,12","-0,95",10:14:38,"51,12","51,22","51,61",,/borsa/etf/scheda/IE00B4L5YC18-ETFP.html?lang=it
Ishares Msci Emerging Markets Ucits Etf (Dist),"53,385","-0,93",10:14:31,"53,385","53,475","53,885",,/borsa/etf/scheda/IE00B0M63177-XAMS.html?lang=it
Ishares Msci Emu Esg Enhanced Ctb Ucits Etf,,,,,,"9,723",,/borsa/etf/scheda/IE00BHZPJ015-ETFP.html?lang=it
Ishares Msci Emu Large Cap Ucits Etf Acc,,,,,,"72,20",,/borsa/etf/scheda/IE00BCLWRF22-ETFP.html?lang=it
Ishares Msci Emu Paris-Aligned Climate Ucits Etf Eur (Acc),"6,80","-0,09",09:04:28,"6,80","6,803","6,806",,/borsa/etf/scheda/IE00BL6K8D99-XAMS.html?lang=it
Ishares Msci Emu Paris-Aligned Climate Ucits Etf Eur (Dist),"6,122","-0,47",10:16:45,"6,121","6,132","6,151",,/borsa/etf/scheda/IE000FOSCLU1-XAMS.html?lang=it
Ishares Msci Emu Small Cap Ucits Etf Acc,,,,,,"357,40",,/borsa/etf/scheda/IE00B3VWMM18-ETFP.html?lang=it
Ishares Msci Emu Sri Ucits Etf Eur (Acc),"8,75","-0,31",10:08:17,"8,75","8,769","8,777",,/borsa/etf/scheda/IE00BJLKK341-XAMS.html?lang=it
Ishares Msci Euro Ex-Uk Ucits Etf Dist,,,,,,"52,61",,/borsa/etf/scheda/IE00B14X4N27-ETFP.html?lang=it
Ishares Msci Europe Esg Enhanced Ctb Ucits Etf,,,,,,"9,178",,/borsa/etf/scheda/IE00BHZPJ783-ETFP.html?lang=it
Ishares Msci Europe Ex Uk Ucits Etf,"52,575","-0,05",09:36:39,"52,395","52,58","52,60",,/borsa/etf/scheda/IE00B14X4N27-XAMS.html?lang=it
Ishares Msci Europe Mid-Cap Equal Weight Ucits Etf,,,,,,"10,876",,/borsa/etf/scheda/IE00BQN1KC32-ETFP.html?lang=it
Ishares Msci Europe Paris-Aligned Climate Ucits Etf Eur (Acc),"6,884","-0,32",09:04:13,"6,884","6,884","6,906",,/borsa/etf/scheda/IE00BL6K8C82-XAMS.html?lang=it
Ishares Msci Europe Paris-Aligned Climate Ucits Etf Eur (Dist),"6,20","-0,61",09:04:09,"6,20","6,20","6,238",,/borsa/etf/scheda/IE000HH3SU50-XAMS.html?lang=it
Ishares Msci Europe Small Cap Ucits Etf Eur (Acc),,,,"5,468","5,468","5,485",,/borsa/etf/scheda/IE0000N55FP4-XAMS.html?lang=it
Ishares Msci Europe Sri Ucits Etf Eur (Acc),"72,68","+0,07",10:02:17,"72,53","72,70","72,63",,/borsa/etf/scheda/IE00B52VJ196-XAMS.html?lang=it
Ishares Msci Europe Sri Ucits Etf Eur A,"72,64","-0,05",09:46:19,"72,60","72,64","72,68",,/borsa/etf/scheda/IE00B52VJ196-ETFP.html?lang=it
Ishares Msci Europe Sri Ucits Etf Usd (Acc),,,,"146,62","146,62","146,94",,/borsa/etf/scheda/IE00BMDBMG37-XAMC.html?lang=it
Ishares Msci Europe Sri Ucits Etf Usd (Dist),"7,68","-0,14",09:04:10,"7,68","7,689","7,691",,/borsa/etf/scheda/IE00BGDPWW94-XAMS.html?lang=it
Ishares Msci France Ucits Etf Eur (Acc),"63,03","+0,41",10:16:16,"62,91","63,12","62,77",,/borsa/etf/scheda/IE00BP3QZJ36-XAMS.html?lang=it
Ishares Msci Glb Semiconductor Ucits Etf,"13,606","+0,29",10:20:29,"13,584","13,674","13,566",,/borsa/etf/scheda/IE000I8KRLL9-ETFP.html?lang=it
Ishares Msci Glob Telecom Serv Ucits Etf,,,,,,"6,158",,/borsa/etf/scheda/IE000E9W0ID3-ETFP.html?lang=it
Ishares Msci Global Semiconductors Ucits Etf Usd (Acc),"15,93","+0,56",10:20:54,"15,91","15,992","15,842",,/borsa/etf/scheda/IE000I8KRLL9-XAMC.html?lang=it
Ishares Msci Global Semiconductors Ucits Etf Usd (Acc),"13,6105","+0,75",10:17:17,"13,60","13,6537","13,5096",,/borsa/etf/scheda/IE000I8KRLL9-XPAR.html?lang=it
Ishares Msci Global Telecommunication Services Ucits Etf Usd (Acc),,,,"7,2502","7,2502","7,2197",,/borsa/etf/scheda/IE000E9W0ID3-XAMC.html?lang=it
Ishares Msci India Ucits Etf,"7,563","-0,73",10:11:41,"7,546","7,58","7,619",,/borsa/etf/scheda/IE00BZCQB185-ETFP.html?lang=it
Ishares Msci India Ucits Etf Usd (Acc),"7,5626","-0,74",10:15:53,"7,5371","7,5777","7,6188",,/borsa/etf/scheda/IE00BZCQB185-XAMS.html?lang=it
Ishares Msci Ja Small Cap Ucits Etf Dist,"47,83","-0,19",10:20:27,"47,70","47,84","47,92",,/borsa/etf/scheda/IE00B2QWDY88-ETFP.html?lang=it
Ishares Msci Japan Climate Transition Aware Ucits Etf Usd (Acc),,,,"6,869","6,869","6,90",,/borsa/etf/scheda/IE000MW6GT38-XAMC.html?lang=it
Ishares Msci Japan Climate Transition Aware Ucits Etf Usd (Dist),,,,"6,698","6,698","6,727",,/borsa/etf/scheda/IE000GTJ2I49-XAMC.html?lang=it
Ishares Msci Japan Esg Enhanced Ctb Ucits Etf,,,,,,"7,929",,/borsa/etf/scheda/IE00BHZPJ452-ETFP.html?lang=it
Ishares Msci Japan Eur Hdg Ucits Etf Acc,"130,18","-0,05",10:01:17,"130,00","130,18","130,24",,/borsa/etf/scheda/IE00B42Z5J44-ETFP.html?lang=it
Ishares Msci Japan Eur Hedged Ucits Etf (Acc),"130,345","+0,01",10:02:23,"129,94","130,345","130,335",,/borsa/etf/scheda/IE00B42Z5J44-XAMS.html?lang=it
Ishares Msci Japan Sri Ucits Etf Acc,"7,004","-0,57",10:00:51,"6,987","7,005","7,044",,/borsa/etf/scheda/IE00BYX8XC17-ETFP.html?lang=it
Ishares Msci Japan Sri Ucits Etf Usd (Acc),"6,9955","-0,69",10:11:15,"6,9773","7,0018","7,0442",,/borsa/etf/scheda/IE00BYX8XC17-XAMS.html?lang=it
Ishares Msci Japan Sri Ucits Etf Usd (Dist),"6,7457","-0,82",10:03:09,"6,7245","6,7457","6,8013",,/borsa/etf/scheda/IE00BGDQ0V72-XAMC.html?lang=it
Ishares Msci Japan Ucits Etf,"229,455","-0,25",09:20:23,"229,455","229,54","230,02",,/borsa/etf/scheda/IE00B53QDK08-XAMS.html?lang=it
Ishares Msci Japan Ucits Etf (Dist),"19,568","-0,16",10:20:00,"19,537","19,572","19,599",,/borsa/etf/scheda/IE00B02KXH56-XAMS.html?lang=it
Ishares Msci Japan Ucits Etf Usd Dist,"19,564","-0,16",10:12:26,"19,538","19,576","19,596",,/borsa/etf/scheda/IE00B02KXH56-ETFP.html?lang=it
Ishares Msci Korea Ucits Etf (Dist),"94,586","-0,70",10:20:36,"94,586","95,00","95,249",,/borsa/etf/scheda/IE00B0M63391-XAMS.html?lang=it
Ishares Msci Korea Ucits Etf Usd Acc,"362,62","-0,75",10:19:09,"362,62","364,00","365,35",,/borsa/etf/scheda/IE00B5W4TY14-ETFP.html?lang=it
Ishares Msci Mexico Capped Ucits Etf Usd (Acc),"191,09","-1,21",09:59:49,"190,72","191,77","193,43",,/borsa/etf/scheda/IE00B5WHFQ43-XAMS.html?lang=it
Ishares Msci North Amer Ucits Etf Dist,"112,86","-0,04",09:30:00,"112,85","112,86","112,90",,/borsa/etf/scheda/IE00B14X4M10-ETFP.html?lang=it
Ishares Msci North America Ucits Etf,"112,835","-0,05",09:04:25,"112,835","112,835","112,895",,/borsa/etf/scheda/IE00B14X4M10-XAMS.html?lang=it
Ishares Msci Pacific Ex-J Ucits Etf Dist,,,,,,"47,38",,/borsa/etf/scheda/IE00B4WXJD03-ETFP.html?lang=it
Ishares Msci South Africa Ucits Etf Acc,"52,62","-1,59",10:02:51,"52,62","52,78","53,47",,/borsa/etf/scheda/IE00B52XQP83-ETFP.html?lang=it
Ishares Msci Taiwan Ucits Etf,"135,456","-1,81",10:20:05,"135,298","135,947","137,946",,/borsa/etf/scheda/IE00B0M63623-XAMS.html?lang=it
Ishares Msci Taiwan Ucits Etf Usd Dist,"135,33","-2,12",10:16:39,"135,24","135,89","138,26",,/borsa/etf/scheda/IE00B0M63623-ETFP.html?lang=it
Ishares Msci Turkey Ucits Etf Usd (Dist),"20,44","-0,65",09:04:02,"20,44","20,44","20,574",,/borsa/etf/scheda/IE00B1FZS574-XAMS.html?lang=it
Ishares Msci Us Leaders Ucits Etf Us Acc,,,,"6,069","6,069","6,091",,/borsa/etf/scheda/IE000C5YJ791-XAMC.html?lang=it
Ishares Msci Usa Climate Transition Aware Ucits Etf Usd (Acc),,,,"6,531","6,531","6,554",,/borsa/etf/scheda/IE000MGAVJV3-XAMC.html?lang=it
Ishares Msci Usa Climate Transition Aware Ucits Etf Usd (Dist),,,,"6,444","6,444","6,467",,/borsa/etf/scheda/IE000YG82CF0-XAMC.html?lang=it
Ishares Msci Usa Esg Enhanced Ctb Ucits Etf,"10,854","+0,02",09:49:28,"10,84","10,854","10,852",,/borsa/etf/scheda/IE00BHZPJ908-ETFP.html?lang=it
Ishares Msci Usa Quality Dividend Advanced Ucits Etf Usd (Acc),,,,"6,1375","6,1375","6,1396",,/borsa/etf/scheda/IE000D6810F1-XAMC.html?lang=it
Ishares Msci Usa Screened Ucits Etf,"7,997","-0,16",09:27:51,"7,997","7,997","8,01",,/borsa/etf/scheda/IE000G2LIHG9-ETFP.html?lang=it
Ishares Msci Usa Small Cap Esg Enhanced Ctb Ucits Etf,"556,33","-0,23",10:04:49,"556,15","557,09","557,63",,/borsa/etf/scheda/IE00B3VWM098-ETFP.html?lang=it
Ishares Msci Usa Sri Ucits Etf Usd (Acc),,,,"16,0733","16,0733","16,0548",,/borsa/etf/scheda/IE00BYVJRR92-XAMS.html?lang=it
Ishares Msci Usa Sri Ucits Etf Usd (Dist),"12,5177","+0,06",10:20:00,"12,5065","12,5177","12,51",,/borsa/etf/scheda/IE00BZ173T46-XAMC.html?lang=it
Ishares Msci Usa Sri Ucits Etf Usd Acc,"16,072","+0,17",10:11:40,"16,072","16,086","16,044",,/borsa/etf/scheda/IE00BYVJRR92-ETFP.html?lang=it
Ishares Msci Usa Swap Ucits Etf Usd (Acc),"8,3212","-0,07",09:04:02,"8,3212","8,3212","8,327",,/borsa/etf/scheda/IE0002W8NB38-XPAR.html?lang=it
Ishares Msci Usa Swap Ucits Etf Usd (Acc),"9,731","-0,32",10:10:01,"9,731","9,7406","9,7618",,/borsa/etf/scheda/IE0002W8NB38-XAMC.html?lang=it
Ishares Msci Usa Swap Ucits Etf Usd Dist,,,,"6,1834","6,1834","6,1966",,/borsa/etf/scheda/IE000OPODKS3-XAMC.html?lang=it
Ishares Msci Usa Ucits Etf Usd (Acc),"628,24","-0,01",09:39:59,"628,11","628,24","628,33",,/borsa/etf/scheda/IE00B52SFT06-XAMS.html?lang=it
Ishares Msci Usa Ucits Etf Usd Acc,"628,34","+0,03",09:49:22,"628,19","628,34","628,18",,/borsa/etf/scheda/IE00B52SFT06-ETFP.html?lang=it
Ishares Msci Usa Value Factor Advanced Ucits Etf Usd (Acc),,,,"8,1897","8,1897","8,1868",,/borsa/etf/scheda/IE000OKVTDF7-XAMC.html?lang=it
Ishares Msci World Climate Transition Aware Ucits Etf Usd (Acc),,,,"6,618","6,618","6,641",,/borsa/etf/scheda/IE0001YGXFO5-XAMC.html?lang=it
Ishares Msci World Climate Transition Aware Ucits Etf Usd (Dist),,,,"6,50","6,50","6,522",,/borsa/etf/scheda/IE000YNE6S57-XAMC.html?lang=it
Ishares Msci World Communication Services Sector Esg Ucits Etf Usd (Dist),,,,"8,0425","8,0425","8,0581",,/borsa/etf/scheda/IE00BJ5JP436-XAMC.html?lang=it
Ishares Msci World Consumer Discretionary Sector Ucits Etf Usd (Dist),"8,7258","-0,95",10:07:34,"8,7258","8,7412","8,8092",,/borsa/etf/scheda/IE00BJ5JP212-XAMC.html?lang=it
Ishares Msci World Consumer Staples Sector Ucits Etf Usd (Dist),,,,"5,9842","5,9842","5,9703",,/borsa/etf/scheda/IE00BJ5JP329-XAMC.html?lang=it
Ishares Msci World Energy Sector Advanced Ucits Etf,"7,4566","+0,71",10:17:44,"7,4566","7,4605","7,4044",,/borsa/etf/scheda/IE000MELAE65-XAMC.html?lang=it
Ishares Msci World Energy Sector Advanced Ucits Etf,"6,383","+1,03",10:02:57,"6,366","6,383","6,318",,/borsa/etf/scheda/IE000MELAE65-ETFP.html?lang=it
Ishares Msci World Energy Sector Ucits Etf Usd (Dist),"9,3416","+0,54",09:55:26,"9,3416","9,3722","9,2916",,/borsa/etf/scheda/IE00BJ5JP105-XAMC.html?lang=it
Ishares Msci World Esg Enhanced Ctb Ucits Etf,"9,813","-0,08",09:57:26,"9,809","9,817","9,821",,/borsa/etf/scheda/IE00BHZPJ569-ETFP.html?lang=it
Ishares Msci World Eur Hdg Ucits Etf Acc,"111,31","-0,25",10:17:58,"111,24","111,39","111,59",,/borsa/etf/scheda/IE00B441G979-ETFP.html?lang=it
Ishares Msci World Eur Hedged Ucits Etf (Acc),"111,28","-0,22",10:05:32,"111,26","111,365","111,53",,/borsa/etf/scheda/IE00B441G979-XAMS.html?lang=it
Ishares Msci World Ex-Usa Ucits Etf Acc,"5,803","-0,19",10:01:14,"5,793","5,81","5,814",,/borsa/etf/scheda/IE000R4ZNTN3-ETFP.html?lang=it
Ishares Msci World Financials Sector Ucits Etf Usd (Dist),"7,8167","-0,21",09:04:06,"7,8167","7,8167","7,8335",,/borsa/etf/scheda/IE00BJ5JP097-XAMC.html?lang=it
Ishares Msci World Health Care Sector Advanced Ucits Etf,"6,317","+0,08",09:42:35,"6,317","6,323","6,312",,/borsa/etf/scheda/IE00BJ5JNZ06-ETFP.html?lang=it
Ishares Msci World Health Care Sector Advanced Ucits Etf,"7,389","-0,36",10:04:49,"7,3855","7,389","7,4158",,/borsa/etf/scheda/IE00BJ5JNZ06-XAMC.html?lang=it
Ishares Msci World Health Care Sector Ucits Etf Usd (Acc),"4,5506","+0,05",09:56:26,"4,5343","4,5506","4,5482",,/borsa/etf/scheda/IE0009QS7W62-XAMS.html?lang=it
Ishares Msci World Industrials Sector Esg Ucits Etf Usd (Dist),"8,1007","-0,27",10:19:57,"8,0816","8,1035","8,1226",,/borsa/etf/scheda/IE00BJ5JP659-XAMC.html?lang=it
Ishares Msci World Information Technology Sector Advanced Ucits Etf,"15,214","-0,17",10:04:49,"15,214","15,228","15,24",,/borsa/etf/scheda/IE00BJ5JNY98-ETFP.html?lang=it
Ishares Msci World Information Technology Sector Advanced Ucits Etf,"17,7877","-0,27",09:04:11,"17,7877","17,7877","17,8354",,/borsa/etf/scheda/IE00BJ5JNY98-XAMC.html?lang=it
Ishares Msci World Materials Sector Advanced Ucits Etf,,,,,,"4,92",,/borsa/etf/scheda/IE00BJ5JP766-ETFP.html?lang=it
Ishares Msci World Materials Sector Advanced Ucits Etf,,,,"5,7088","5,7088","5,7624",,/borsa/etf/scheda/IE00BJ5JP766-XAMC.html?lang=it
Ishares Msci World Mid-Cap Equal Weight Ucits Etf,"49,23","-0,36",09:37:07,"49,23","49,23","49,41",,/borsa/etf/scheda/IE00BP3QZD73-ETFP.html?lang=it
Ishares Msci World Momentum Factor Advanced Ucits Etf Usd (Acc),"7,6441","-0,51",09:29:36,"7,6338","7,653","7,6832",,/borsa/etf/scheda/IE000L5NW549-XAMC.html?lang=it
Ishares Msci World Paris-Aligned Climate Ucits Etf Usd (Acc),"7,9298","-0,35",09:04:26,"7,9298","7,9298","7,9576",,/borsa/etf/scheda/IE00BMXC7W70-XAMC.html?lang=it
Ishares Msci World Paris-Aligned Climate Ucits Etf Usd (Dist),,,,"7,4777","7,4777","7,5102",,/borsa/etf/scheda/IE00BN92ZL31-XAMC.html?lang=it
Ishares Msci World Quality Dividend Advanced Ucits Etf Ishares Msci World Quality Dividend Advanced Uc,"11,2066","-0,02",09:04:00,"11,2066","11,2066","11,2087",,/borsa/etf/scheda/IE00BKPSFC54-XAMC.html?lang=it
Ishares Msci World Quality Factor Advanced Ucits Etf,,,,"8,51","8,51","8,512",,/borsa/etf/scheda/IE000U1MQKJ2-XAMC.html?lang=it
Ishares Msci World Quality Factor Advanced Ucits Etf,"7,28","+0,12",09:59:17,"7,28","7,28","7,271",,/borsa/etf/scheda/IE000U1MQKJ2-ETFP.html?lang=it
Ishares Msci World Screened Ucits Etf,"10,926","-0,16",10:12:27,"10,918","10,94","10,944",,/borsa/etf/scheda/IE00BFNM3J75-ETFP.html?lang=it
Ishares Msci World Sector & Country Neutral Equal Weight Ucits Etf Usd (Acc),,,,"5,4052","5,4052","5,4411",,/borsa/etf/scheda/IE000Z1PCR88-XAMC.html?lang=it
Ishares Msci World Small Cap Esg Enhanced Ucits Etf Usd (Acc),"6,6789","-0,60",09:46:05,"6,6789","6,6824","6,7194",,/borsa/etf/scheda/IE000T9EOCL3-XAMC.html?lang=it
Ishares Msci World Sri Ucits Etf Eur (Acc),"12,65","-0,14",09:44:36,"12,6347","12,65","12,6672",,/borsa/etf/scheda/IE00BYX2JD69-XAMS.html?lang=it
Ishares Msci World Sri Ucits Etf Eur A,"12,654","-0,09",10:20:01,"12,636","12,654","12,666",,/borsa/etf/scheda/IE00BYX2JD69-ETFP.html?lang=it
Ishares Msci World Sri Ucits Etf Usd Hedged (Dist),,,,"8,9093","8,9093","8,9379",,/borsa/etf/scheda/IE00BMZ17X30-XAMC.html?lang=it
Ishares Msci World Swap Pea Ucits Etf Eur (Acc),"6,3895","-0,08",10:20:17,"6,38","6,3932","6,3944",,/borsa/etf/scheda/IE0002XZSHO1-XPAR.html?lang=it
Ishares Msci World Swap Pea Ucits Etf Eur Hedged (Acc),"5,3811","-0,19",10:16:27,"5,3796","5,3838","5,3916",,/borsa/etf/scheda/IE00055B2JD3-XPAR.html?lang=it
Ishares Msci World Swap Ucits Etf Eur H Acc,"5,979","-0,30",10:12:29,"5,979","5,984","5,997",,/borsa/etf/scheda/IE0002VEN3U3-ETFP.html?lang=it
Ishares Msci World Swap Ucits Etf Usd Acc,"6,05","-0,10",09:32:45,"6,05","6,05","6,056",,/borsa/etf/scheda/IE000F9IDGB5-ETFP.html?lang=it
Ishares Msci World Swap Ucits Etf Usd Accu,"6,052","-0,07",10:03:19,"6,045","6,052","6,056",,/borsa/etf/scheda/IE000F9IDGB5-XPAR.html?lang=it
Ishares Msci World Ucits Etf (Dist),"84,08","-0,11",10:20:00,"84,01","84,14","84,17",,/borsa/etf/scheda/IE00B0M62Q58-XAMS.html?lang=it
Ishares Msci World Ucits Etf Usd Dist,"84,02","-0,13",10:08:44,"84,02","84,10","84,13",,/borsa/etf/scheda/IE00B0M62Q58-ETFP.html?lang=it
